isoform,ref_enst,structural_category
PB.682.1,ENST00000256646.7,full-splice_match
PB.682.2,ENST00000256646.7,incomplete-splice_match
PB.6820.1,ENST00000282032.4,full-splice_match
PB.6820.3,ENST00000282032.4,full-splice_match
PB.6820.4,ENST00000282032.4,full-splice_match
PB.6820.5,ENST00000282032.4,full-splice_match
PB.6820.6,ENST00000282032.4,full-splice_match
PB.6820.7,ENST00000282032.4,full-splice_match
PB.6821.1,ENST00000465995.6,full-splice_match
PB.6822.1,ENST00000640961.2,full-splice_match
PB.6822.2,ENST00000640961.2,full-splice_match
PB.6822.3,ENST00000640961.2,full-splice_match
PB.6822.4,ENST00000640961.2,full-splice_match
PB.6823.1,ENST00000358117.10,full-splice_match
PB.6824.1,ENST00000054950.4,full-splice_match
PB.6825.1,ENST00000531120.6,full-splice_match
PB.6825.2,ENST00000531120.6,full-splice_match
PB.6825.3,ENST00000531120.6,full-splice_match
PB.6825.4,ENST00000524896.5,full-splice_match
PB.6825.5,ENST00000531120.6,full-splice_match
PB.6826.1,ENST00000448076.9,full-splice_match
PB.6826.2,ENST00000639563.3,full-splice_match
PB.6827.1,ENST00000650167.2,incomplete-splice_match
PB.6827.2,ENST00000527788.5,incomplete-splice_match
PB.6827.3,ENST00000527788.5,incomplete-splice_match
PB.6828.1,ENST00000323959.9,full-splice_match
PB.6829.1,ENST00000642928.2,full-splice_match
PB.6829.10,ENST00000528987.1,full-splice_match
PB.6829.11,ENST00000351554.8,full-splice_match
PB.6829.12,ENST00000642928.2,full-splice_match
PB.6829.13,ENST00000351554.8,full-splice_match
PB.6829.14,ENST00000642928.2,full-splice_match
PB.6829.15,ENST00000642928.2,full-splice_match
PB.6829.16,ENST00000642928.2,full-splice_match
PB.6829.2,ENST00000642928.2,full-splice_match
PB.6829.3,ENST00000351554.8,full-splice_match
PB.6829.5,ENST00000642928.2,full-splice_match
PB.6829.6,ENST00000351554.8,full-splice_match
PB.6829.7,ENST00000642928.2,full-splice_match
PB.6829.8,ENST00000351554.8,full-splice_match
PB.6829.9,ENST00000642928.2,full-splice_match
PB.683.1,ENST00000670000.1,full-splice_match
PB.683.2,ENST00000670000.1,full-splice_match
PB.6830.1,ENST00000379016.7,full-splice_match
PB.6830.10,ENST00000303296.9,full-splice_match
PB.6830.11,ENST00000303296.9,incomplete-splice_match
PB.6830.12,ENST00000379016.7,full-splice_match
PB.6830.13,ENST00000379016.7,full-splice_match
PB.6830.14,ENST00000303296.9,full-splice_match
PB.6830.15,ENST00000303296.9,incomplete-splice_match
PB.6830.16,ENST00000456517.2,full-splice_match
PB.6830.17,ENST00000456517.2,incomplete-splice_match
PB.6830.19,ENST00000456517.2,full-splice_match
PB.6830.2,ENST00000379016.7,full-splice_match
PB.6830.20,ENST00000456517.2,full-splice_match
PB.6830.21,ENST00000456517.2,full-splice_match
PB.6830.3,ENST00000379016.7,full-splice_match
PB.6830.4,ENST00000303296.9,full-splice_match
PB.6830.5,ENST00000379016.7,full-splice_match
PB.6830.6,ENST00000379016.7,full-splice_match
PB.6830.7,ENST00000303296.9,incomplete-splice_match
PB.6830.8,ENST00000303296.9,incomplete-splice_match
PB.6830.9,ENST00000303296.9,full-splice_match
PB.6831.1,ENST00000341394.9,full-splice_match
PB.6831.11,ENST00000341394.9,full-splice_match
PB.6831.12,ENST00000341394.9,full-splice_match
PB.6831.13,ENST00000389645.7,full-splice_match
PB.6831.14,ENST00000341394.9,full-splice_match
PB.6831.18,ENST00000532820.5,full-splice_match
PB.6831.19,ENST00000532820.5,full-splice_match
PB.6831.2,ENST00000341394.9,full-splice_match
PB.6831.20,ENST00000532820.5,full-splice_match
PB.6831.21,ENST00000532820.5,full-splice_match
PB.6831.22,ENST00000530820.5,full-splice_match
PB.6831.3,ENST00000341394.9,full-splice_match
PB.6831.4,ENST00000341394.9,full-splice_match
PB.6831.5,ENST00000341394.9,full-splice_match
PB.6831.8,ENST00000341394.9,full-splice_match
PB.6831.9,ENST00000341394.9,full-splice_match
PB.6832.1,ENST00000265651.8,full-splice_match
PB.6832.11,ENST00000448981.6,full-splice_match
PB.6832.12,ENST00000448981.6,full-splice_match
PB.6832.2,ENST00000265651.8,full-splice_match
PB.6832.3,ENST00000265651.8,full-splice_match
PB.6832.4,ENST00000531080.5,full-splice_match
PB.6832.5,ENST00000532057.5,full-splice_match
PB.6832.6,ENST00000265651.8,full-splice_match
PB.6832.8,ENST00000448981.6,full-splice_match
PB.6833.1,ENST00000257829.8,full-splice_match
PB.6833.2,ENST00000257829.8,full-splice_match
PB.6833.3,ENST00000531159.6,full-splice_match
PB.6834.1,ENST00000241052.5,full-splice_match
PB.6834.2,ENST00000241052.5,full-splice_match
PB.6834.3,ENST00000241052.5,full-splice_match
PB.6835.1,ENST00000435224.3,full-splice_match
PB.6836.1,ENST00000531794.5,full-splice_match
PB.6837.10,ENST00000227868.9,full-splice_match
PB.6837.11,ENST00000227868.9,full-splice_match
PB.6837.12,ENST00000227868.9,full-splice_match
PB.6837.13,ENST00000227868.9,full-splice_match
PB.6837.2,ENST00000227868.9,full-splice_match
PB.6837.4,ENST00000227868.9,full-splice_match
PB.6837.6,ENST00000227868.9,full-splice_match
PB.6837.7,ENST00000430469.6,incomplete-splice_match
PB.6837.8,ENST00000227868.9,incomplete-splice_match
PB.6837.9,ENST00000227868.9,full-splice_match
PB.6838.1,ENST00000395787.4,full-splice_match
PB.6839.1,ENST00000263398.11,full-splice_match
PB.6839.2,ENST00000263398.11,full-splice_match
PB.684.1,ENST00000578049.4,full-splice_match
PB.684.2,ENST00000578049.4,full-splice_match
PB.684.3,ENST00000578049.4,full-splice_match
PB.684.4,ENST00000578049.4,full-splice_match
PB.684.5,ENST00000578049.4,full-splice_match
PB.684.6,ENST00000578049.4,full-splice_match
PB.684.7,ENST00000578049.4,full-splice_match
PB.6840.1,ENST00000299413.7,full-splice_match
PB.6840.2,ENST00000299413.7,full-splice_match
PB.6840.3,ENST00000299413.7,full-splice_match
PB.6840.5,ENST00000299413.7,full-splice_match
PB.6840.6,ENST00000299413.7,incomplete-splice_match
PB.6841.1,ENST00000619888.5,full-splice_match
PB.6841.2,ENST00000622144.4,full-splice_match
PB.6842.1,ENST00000263401.10,full-splice_match
PB.6842.2,ENST00000263401.10,full-splice_match
PB.6842.3,ENST00000263401.10,full-splice_match
PB.6843.1,ENST00000315571.6,full-splice_match
PB.6843.2,ENST00000315571.6,full-splice_match
PB.6844.1,ENST00000334307.10,full-splice_match
PB.6844.2,ENST00000531554.6,full-splice_match
PB.6845.1,ENST00000534600.5,full-splice_match
PB.6845.3,ENST00000378852.7,full-splice_match
PB.6845.4,ENST00000378852.7,full-splice_match
PB.6845.5,ENST00000455725.6,full-splice_match
PB.6845.8,ENST00000378852.7,full-splice_match
PB.6845.9,ENST00000534600.5,full-splice_match
PB.6846.1,ENST00000299240.10,full-splice_match
PB.6846.2,ENST00000299240.10,full-splice_match
PB.6846.4,ENST00000039989.9,full-splice_match
PB.6846.7,ENST00000703837.1,full-splice_match
PB.6846.8,ENST00000039989.9,full-splice_match
PB.6846.9,ENST00000703837.1,full-splice_match
PB.6847.1,ENST00000278353.10,full-splice_match
PB.6847.2,ENST00000278353.10,full-splice_match
PB.6847.6,ENST00000278353.10,full-splice_match
PB.6847.7,ENST00000278353.10,full-splice_match
PB.6848.1,ENST00000302708.9,full-splice_match
PB.6849.1,ENST00000533608.7,full-splice_match
PB.6849.2,ENST00000533608.7,full-splice_match
PB.6849.3,ENST00000533608.7,full-splice_match
PB.6849.5,ENST00000533608.7,full-splice_match
PB.6850.1,ENST00000227155.9,full-splice_match
PB.6850.2,ENST00000227155.9,full-splice_match
PB.6850.3,ENST00000227155.9,full-splice_match
PB.6851.2,ENST00000526995.6,full-splice_match
PB.6851.3,ENST00000526995.6,full-splice_match
PB.6851.4,ENST00000526995.6,full-splice_match
PB.6851.5,ENST00000526995.6,full-splice_match
PB.6851.6,ENST00000526995.6,full-splice_match
PB.6851.7,ENST00000526995.6,full-splice_match
PB.6851.8,ENST00000526995.6,full-splice_match
PB.6851.9,ENST00000526995.6,full-splice_match
PB.6852.2,ENST00000520358.7,full-splice_match
PB.6852.4,ENST00000520358.7,full-splice_match
PB.6853.1,ENST00000616990.4,full-splice_match
PB.6853.4,ENST00000525680.6,full-splice_match
PB.6853.7,ENST00000308212.9,full-splice_match
PB.6855.1,ENST00000526817.2,full-splice_match
PB.6855.2,ENST00000442528.2,full-splice_match
PB.6855.3,ENST00000314134.4,full-splice_match
PB.6855.4,ENST00000314134.4,full-splice_match
PB.6856.2,ENST00000616080.2,full-splice_match
PB.6856.4,ENST00000616080.2,full-splice_match
PB.6857.1,ENST00000020926.8,incomplete-splice_match
PB.6857.2,ENST00000533332.1,incomplete-splice_match
PB.6858.1,ENST00000378750.10,full-splice_match
PB.6859.1,ENST00000395629.2,incomplete-splice_match
PB.6860.1,ENST00000621158.5,full-splice_match
PB.6860.2,ENST00000621158.5,full-splice_match
PB.6860.4,ENST00000616094.1,full-splice_match
PB.6861.6,ENST00000676320.1,full-splice_match
PB.6861.7,ENST00000676320.1,full-splice_match
PB.6862.3,ENST00000533727.5,full-splice_match
PB.6862.4,ENST00000683756.1,full-splice_match
PB.6863.5,ENST00000421244.6,incomplete-splice_match
PB.6863.6,ENST00000421244.6,full-splice_match
PB.6864.1,ENST00000326737.3,full-splice_match
PB.6865.10,ENST00000524625.5,full-splice_match
PB.6865.12,ENST00000526508.5,full-splice_match
PB.6865.15,ENST00000683050.1,full-splice_match
PB.6865.17,ENST00000683050.1,full-splice_match
PB.6865.19,ENST00000524625.5,full-splice_match
PB.6865.2,ENST00000526508.5,full-splice_match
PB.6865.20,ENST00000359513.8,full-splice_match
PB.6865.24,ENST00000528494.5,full-splice_match
PB.6865.3,ENST00000528494.5,full-splice_match
PB.6865.9,ENST00000359513.8,full-splice_match
PB.6866.2,ENST00000311956.9,incomplete-splice_match
PB.6866.3,ENST00000311956.9,full-splice_match
PB.6866.4,ENST00000528837.5,full-splice_match
PB.6867.1,ENST00000529230.6,full-splice_match
PB.6867.5,ENST00000529230.6,full-splice_match
PB.6867.7,ENST00000312055.9,incomplete-splice_match
PB.6867.8,ENST00000312055.9,incomplete-splice_match
PB.6868.2,ENST00000311764.3,full-splice_match
PB.6869.2,ENST00000378623.6,incomplete-splice_match
PB.6869.4,ENST00000378623.6,full-splice_match
PB.6870.10,ENST00000539589.5,full-splice_match
PB.6870.2,ENST00000426335.6,full-splice_match
PB.6870.6,ENST00000525314.6,full-splice_match
PB.6871.1,ENST00000395460.6,full-splice_match
PB.6871.2,ENST00000278460.12,full-splice_match
PB.6872.1,ENST00000672073.1,full-splice_match
PB.6873.1,ENST00000395344.7,full-splice_match
PB.6874.71,ENST00000619920.4,full-splice_match
PB.6876.22,ENST00000310513.10,full-splice_match
PB.6876.34,ENST00000687097.1,full-splice_match
PB.6876.38,ENST00000310513.10,incomplete-splice_match
PB.6877.1,ENST00000426530.2,full-splice_match
PB.6877.2,ENST00000527079.2,full-splice_match
PB.6877.3,ENST00000326674.10,full-splice_match
PB.6877.4,ENST00000326656.12,full-splice_match
PB.6877.5,ENST00000326674.10,full-splice_match
PB.6878.1,ENST00000395288.6,full-splice_match
PB.6878.2,ENST00000430070.7,full-splice_match
PB.6878.3,ENST00000533290.5,full-splice_match
PB.6879.1,ENST00000302503.8,full-splice_match
PB.6879.4,ENST00000302503.8,full-splice_match
PB.6880.2,ENST00000263773.10,full-splice_match
PB.6880.4,ENST00000534003.5,incomplete-splice_match
PB.6880.5,ENST00000534003.5,incomplete-splice_match
PB.6881.1,ENST00000378460.7,full-splice_match
PB.6881.2,ENST00000378460.7,full-splice_match
PB.6881.4,ENST00000528071.5,full-splice_match
PB.6882.1,ENST00000606794.2,full-splice_match
PB.6883.1,ENST00000358252.8,full-splice_match
PB.6884.1,ENST00000263774.9,full-splice_match
PB.6885.2,ENST00000278412.7,full-splice_match
PB.6885.4,ENST00000278412.7,incomplete-splice_match
PB.6885.5,ENST00000278412.7,incomplete-splice_match
PB.6886.7,ENST00000395124.6,full-splice_match
PB.6887.2,ENST00000278426.8,full-splice_match
PB.6888.2,ENST00000263314.3,full-splice_match
PB.6889.1,ENST00000278407.9,full-splice_match
PB.6889.2,ENST00000676670.1,incomplete-splice_match
PB.689.3,ENST00000612480.2,incomplete-splice_match
PB.6890.1,ENST00000533682.2,full-splice_match
PB.6891.1,ENST00000287169.8,full-splice_match
PB.6891.2,ENST00000527985.5,full-splice_match
PB.6892.1,ENST00000378312.8,full-splice_match
PB.6892.2,ENST00000529403.1,full-splice_match
PB.6892.3,ENST00000278422.9,full-splice_match
PB.6893.1,ENST00000534355.6,full-splice_match
PB.6894.1,ENST00000287156.9,full-splice_match
PB.6895.1,ENST00000428599.6,full-splice_match
PB.6895.10,ENST00000358694.10,full-splice_match
PB.6895.17,ENST00000674106.1,incomplete-splice_match
PB.6895.2,ENST00000532245.5,full-splice_match
PB.6895.3,ENST00000426142.6,full-splice_match
PB.6895.5,ENST00000534579.5,full-splice_match
PB.6895.6,ENST00000428599.6,full-splice_match
PB.6895.7,ENST00000358694.10,full-splice_match
PB.6895.8,ENST00000529986.5,full-splice_match
PB.6896.2,ENST00000316059.7,full-splice_match
PB.6896.4,ENST00000316059.7,full-splice_match
PB.6896.5,ENST00000316059.7,full-splice_match
PB.6897.1,ENST00000361987.6,full-splice_match
PB.6898.2,ENST00000528954.5,full-splice_match
PB.6899.1,ENST00000361050.4,full-splice_match
PB.6899.2,ENST00000361050.4,full-splice_match
PB.69.1,ENST00000647408.1,full-splice_match
PB.69.2,ENST00000234590.10,incomplete-splice_match
PB.6900.1,ENST00000263847.6,full-splice_match
PB.6901.1,ENST00000676459.1,full-splice_match
PB.6902.1,ENST00000300146.10,full-splice_match
PB.6902.10,ENST00000300146.10,incomplete-splice_match
PB.6902.4,ENST00000300146.10,full-splice_match
PB.6902.7,ENST00000300146.10,full-splice_match
PB.6902.9,ENST00000300146.10,full-splice_match
PB.6903.2,ENST00000337979.9,full-splice_match
PB.6903.3,ENST00000529177.5,full-splice_match
PB.6904.1,ENST00000300151.5,full-splice_match
PB.6905.1,ENST00000332539.5,full-splice_match
PB.6906.1,ENST00000227520.10,full-splice_match
PB.6907.1,ENST00000227525.8,full-splice_match
PB.6908.1,ENST00000005286.8,full-splice_match
PB.6909.1,ENST00000227524.9,full-splice_match
PB.6909.2,ENST00000227524.9,full-splice_match
PB.691.2,ENST00000624419.3,full-splice_match
PB.6910.4,ENST00000301765.10,full-splice_match
PB.6910.5,ENST00000538036.1,full-splice_match
PB.6912.1,ENST00000301764.12,full-splice_match
PB.6912.3,ENST00000680717.1,full-splice_match
PB.6913.2,ENST00000394900.8,full-splice_match
PB.6913.3,ENST00000394900.8,full-splice_match
PB.6914.1,ENST00000294072.9,full-splice_match
PB.6916.2,ENST00000394888.8,full-splice_match
PB.6916.3,ENST00000439958.8,full-splice_match
PB.6917.2,ENST00000301761.7,full-splice_match
PB.6917.3,ENST00000542794.5,full-splice_match
PB.6918.1,ENST00000257215.10,full-splice_match
PB.6919.1,ENST00000539008.6,incomplete-splice_match
PB.6920.1,ENST00000305885.3,full-splice_match
PB.6921.1,ENST00000350997.12,incomplete-splice_match
PB.6921.2,ENST00000350997.12,full-splice_match
PB.6921.3,ENST00000350997.12,full-splice_match
PB.6922.2,ENST00000278829.7,full-splice_match
PB.6923.1,ENST00000394836.7,full-splice_match
PB.6924.1,ENST00000257261.10,full-splice_match
PB.6924.2,ENST00000278840.9,full-splice_match
PB.6925.1,ENST00000273550.12,full-splice_match
PB.6925.2,ENST00000273550.12,full-splice_match
PB.6925.7,ENST00000273550.12,full-splice_match
PB.6926.1,ENST00000378024.9,incomplete-splice_match
PB.6927.1,ENST00000378024.9,full-splice_match
PB.6927.10,ENST00000378024.9,full-splice_match
PB.6927.3,ENST00000378024.9,full-splice_match
PB.6927.4,ENST00000378024.9,full-splice_match
PB.6927.5,ENST00000378024.9,full-splice_match
PB.6927.6,ENST00000378024.9,full-splice_match
PB.6927.7,ENST00000378024.9,full-splice_match
PB.6927.8,ENST00000378024.9,full-splice_match
PB.6927.9,ENST00000378024.9,full-splice_match
PB.6928.1,ENST00000329251.5,full-splice_match
PB.6929.1,ENST00000496634.2,incomplete-splice_match
PB.6929.2,ENST00000476907.6,full-splice_match
PB.693.1,ENST00000367123.8,full-splice_match
PB.693.2,ENST00000367123.8,full-splice_match
PB.693.3,ENST00000367123.8,full-splice_match
PB.693.4,ENST00000367123.8,full-splice_match
PB.6930.1,ENST00000278823.7,full-splice_match
PB.6931.1,ENST00000394773.7,full-splice_match
PB.6932.1,ENST00000265471.10,full-splice_match
PB.6933.1,ENST00000415229.6,full-splice_match
PB.6934.1,ENST00000356638.8,full-splice_match
PB.6934.3,ENST00000346178.8,full-splice_match
PB.6934.6,ENST00000346178.8,full-splice_match
PB.6936.2,ENST00000330574.2,full-splice_match
PB.6937.1,ENST00000301935.10,full-splice_match
PB.6938.1,ENST00000407022.7,full-splice_match
PB.6938.2,ENST00000679883.1,full-splice_match
PB.6940.1,ENST00000377953.4,full-splice_match
PB.6941.1,ENST00000301788.12,full-splice_match
PB.6942.2,ENST00000527994.1,full-splice_match
PB.6942.3,ENST00000394807.5,full-splice_match
PB.6943.1,ENST00000601484.2,full-splice_match
PB.6944.1,ENST00000531709.6,full-splice_match
PB.6944.3,ENST00000294172.7,full-splice_match
PB.6945.1,ENST00000294179.8,full-splice_match
PB.6946.1,ENST00000294168.8,full-splice_match
PB.6947.1,ENST00000278856.9,full-splice_match
PB.6948.1,ENST00000540857.6,full-splice_match
PB.6948.3,ENST00000301790.4,full-splice_match
PB.6949.3,ENST00000323646.9,full-splice_match
PB.6949.4,ENST00000415826.3,full-splice_match
PB.6949.5,ENST00000323646.9,full-splice_match
PB.6949.6,ENST00000415826.3,full-splice_match
PB.6949.7,ENST00000415826.3,full-splice_match
PB.6950.1,ENST00000681657.1,full-splice_match
PB.6951.2,ENST00000398868.8,full-splice_match
PB.6952.1,ENST00000356000.7,full-splice_match
PB.6952.2,ENST00000377819.10,full-splice_match
PB.6952.3,ENST00000338850.5,full-splice_match
PB.6952.4,ENST00000341307.6,full-splice_match
PB.6952.5,ENST00000356000.7,full-splice_match
PB.6952.6,ENST00000537981.5,full-splice_match
PB.6952.7,ENST00000537981.5,full-splice_match
PB.6952.8,ENST00000537981.5,full-splice_match
PB.6953.1,ENST00000433688.2,incomplete-splice_match
PB.6954.2,ENST00000679216.1,full-splice_match
PB.6955.2,ENST00000377793.9,full-splice_match
PB.6955.3,ENST00000377793.9,full-splice_match
PB.6955.4,ENST00000377793.9,full-splice_match
PB.6956.1,ENST00000314133.4,full-splice_match
PB.6958.1,ENST00000675777.1,full-splice_match
PB.6958.2,ENST00000255681.7,full-splice_match
PB.6959.1,ENST00000538426.6,full-splice_match
PB.6959.2,ENST00000538426.6,full-splice_match
PB.6960.1,ENST00000305218.9,incomplete-splice_match
PB.6960.2,ENST00000538945.5,full-splice_match
PB.6960.3,ENST00000305218.9,full-splice_match
PB.6961.1,ENST00000688681.1,full-splice_match
PB.6962.1,ENST00000345728.10,full-splice_match
PB.6962.2,ENST00000541252.2,full-splice_match
PB.6963.2,ENST00000279206.8,full-splice_match
PB.6963.3,ENST00000441250.6,full-splice_match
PB.6964.1,ENST00000628077.3,incomplete-splice_match
PB.6964.2,ENST00000628077.3,full-splice_match
PB.6965.1,ENST00000309366.9,full-splice_match
PB.6966.1,ENST00000394547.7,full-splice_match
PB.6967.1,ENST00000279230.12,full-splice_match
PB.6968.5,ENST00000539851.5,incomplete-splice_match
PB.6968.6,ENST00000438980.7,full-splice_match
PB.6969.1,ENST00000000442.11,full-splice_match
PB.6969.3,ENST00000405666.5,full-splice_match
PB.697.2,ENST00000614785.5,incomplete-splice_match
PB.6970.1,ENST00000265462.9,full-splice_match
PB.6971.1,ENST00000309032.8,full-splice_match
PB.6971.2,ENST00000394532.7,full-splice_match
PB.6972.1,ENST00000377497.7,full-splice_match
PB.6973.1,ENST00000164139.4,full-splice_match
PB.6974.12,ENST00000377390.8,full-splice_match
PB.6974.2,ENST00000334944.9,full-splice_match
PB.6974.5,ENST00000227503.13,full-splice_match
PB.6974.7,ENST00000377390.8,full-splice_match
PB.6974.9,ENST00000681407.1,full-splice_match
PB.6975.1,ENST00000294066.7,incomplete-splice_match
PB.6976.1,ENST00000294066.7,full-splice_match
PB.6977.1,ENST00000315422.9,full-splice_match
PB.6977.2,ENST00000440873.6,full-splice_match
PB.6978.1,ENST00000320631.8,full-splice_match
PB.6978.4,ENST00000320631.8,full-splice_match
PB.6978.5,ENST00000320631.8,full-splice_match
PB.6979.1,ENST00000528057.5,full-splice_match
PB.6979.5,ENST00000334205.9,full-splice_match
PB.698.1,ENST00000612199.4,full-splice_match
PB.6981.4,ENST00000164133.7,full-splice_match
PB.6982.1,ENST00000246747.9,full-splice_match
PB.6983.1,ENST00000435842.2,full-splice_match
PB.6984.1,ENST00000377244.8,full-splice_match
PB.6985.1,ENST00000294258.8,full-splice_match
PB.6986.1,ENST00000279281.8,full-splice_match
PB.6986.3,ENST00000279281.8,full-splice_match
PB.6986.4,ENST00000279281.8,incomplete-splice_match
PB.6987.1,ENST00000275517.8,full-splice_match
PB.6988.1,ENST00000310597.6,full-splice_match
PB.6989.1,ENST00000345348.9,full-splice_match
PB.6989.2,ENST00000279263.14,full-splice_match
PB.6989.4,ENST00000530650.5,full-splice_match
PB.6990.1,ENST00000529639.6,full-splice_match
PB.6991.1,ENST00000294256.12,full-splice_match
PB.6991.6,ENST00000526060.5,full-splice_match
PB.6992.1,ENST00000279242.7,full-splice_match
PB.6994.1,ENST00000706535.1,full-splice_match
PB.6994.2,ENST00000265465.8,full-splice_match
PB.6995.1,ENST00000279249.3,full-splice_match
PB.6995.2,ENST00000279249.3,full-splice_match
PB.6996.1,ENST00000252268.8,full-splice_match
PB.6996.2,ENST00000252268.8,full-splice_match
PB.6996.3,ENST00000252268.8,full-splice_match
PB.6996.4,ENST00000528416.6,full-splice_match
PB.6997.1,ENST00000526623.2,full-splice_match
PB.6998.1,ENST00000309880.6,full-splice_match
PB.6999.1,ENST00000355991.9,full-splice_match
PB.6999.3,ENST00000317568.10,full-splice_match
PB.6999.5,ENST00000416776.6,full-splice_match
PB.7.1,ENST00000652369.1,incomplete-splice_match
PB.70.1,ENST00000377424.9,full-splice_match
PB.7000.1,ENST00000613347.1,full-splice_match
PB.7001.1,ENST00000501122.2,full-splice_match
PB.7002.1,ENST00000501122.2,full-splice_match
PB.7003.1,ENST00000534336.2,full-splice_match
PB.7003.11,ENST00000534336.2,full-splice_match
PB.7003.12,ENST00000534336.2,full-splice_match
PB.7003.13,ENST00000534336.2,full-splice_match
PB.7003.14,ENST00000534336.2,full-splice_match
PB.7003.2,ENST00000618249.1,full-splice_match
PB.7003.3,ENST00000534336.2,full-splice_match
PB.7003.4,ENST00000534336.2,full-splice_match
PB.7003.5,ENST00000508832.2,full-splice_match
PB.7003.6,ENST00000508832.2,full-splice_match
PB.7003.7,ENST00000534336.2,full-splice_match
PB.7004.1,ENST00000527174.5,full-splice_match
PB.7005.1,ENST00000270176.10,incomplete-splice_match
PB.7005.12,ENST00000527009.5,full-splice_match
PB.7005.2,ENST00000524944.5,full-splice_match
PB.7005.5,ENST00000420247.6,incomplete-splice_match
PB.7005.8,ENST00000420247.6,full-splice_match
PB.7005.9,ENST00000270176.10,full-splice_match
PB.7006.4,ENST00000322147.8,incomplete-splice_match
PB.7007.1,ENST00000309328.8,full-splice_match
PB.7008.1,ENST00000355703.4,incomplete-splice_match
PB.7009.1,ENST00000309100.8,full-splice_match
PB.701.1,ENST00000313835.14,full-splice_match
PB.7010.1,ENST00000534313.6,full-splice_match
PB.7011.1,ENST00000406246.8,full-splice_match
PB.7012.1,ENST00000528220.2,full-splice_match
PB.7012.2,ENST00000308418.10,full-splice_match
PB.7012.3,ENST00000308418.10,full-splice_match
PB.7013.1,ENST00000532090.3,full-splice_match
PB.7013.2,ENST00000532090.3,full-splice_match
PB.7014.1,ENST00000341318.9,full-splice_match
PB.7014.2,ENST00000530446.5,full-splice_match
PB.7014.3,ENST00000377046.7,full-splice_match
PB.7014.4,ENST00000352980.8,full-splice_match
PB.7015.1,ENST00000308162.10,full-splice_match
PB.7015.10,ENST00000307998.11,full-splice_match
PB.7015.3,ENST00000308162.10,full-splice_match
PB.7015.4,ENST00000307998.11,full-splice_match
PB.7015.6,ENST00000531972.5,incomplete-splice_match
PB.7015.8,ENST00000531972.5,full-splice_match
PB.7016.1,ENST00000524647.5,full-splice_match
PB.7016.2,ENST00000308110.9,full-splice_match
PB.7017.1,ENST00000357519.9,full-splice_match
PB.7017.2,ENST00000357519.9,full-splice_match
PB.7018.1,ENST00000312579.4,full-splice_match
PB.7019.1,ENST00000312515.7,full-splice_match
PB.702.1,ENST00000334163.4,full-splice_match
PB.702.2,ENST00000334163.4,full-splice_match
PB.702.3,ENST00000334163.4,full-splice_match
PB.702.4,ENST00000334163.4,full-splice_match
PB.7020.1,ENST00000449692.3,full-splice_match
PB.7021.1,ENST00000312397.10,full-splice_match
PB.7021.2,ENST00000312397.10,full-splice_match
PB.7022.1,ENST00000527249.5,full-splice_match
PB.7022.2,ENST00000529964.5,incomplete-splice_match
PB.7023.1,ENST00000312175.7,full-splice_match
PB.7024.1,ENST00000322535.11,incomplete-splice_match
PB.7024.2,ENST00000322535.11,incomplete-splice_match
PB.7024.3,ENST00000322535.11,incomplete-splice_match
PB.7024.4,ENST00000322535.11,full-splice_match
PB.7024.6,ENST00000322535.11,incomplete-splice_match
PB.7025.1,ENST00000320580.9,full-splice_match
PB.7025.2,ENST00000320580.9,incomplete-splice_match
PB.7026.1,ENST00000394067.7,full-splice_match
PB.7026.10,ENST00000316924.9,full-splice_match
PB.7027.1,ENST00000312006.5,full-splice_match
PB.7027.2,ENST00000312006.5,full-splice_match
PB.7028.1,ENST00000376901.9,full-splice_match
PB.7029.1,ENST00000311330.4,full-splice_match
PB.703.8,ENST00000582693.5,full-splice_match
PB.703.9,ENST00000582693.5,full-splice_match
PB.7030.1,ENST00000311320.9,full-splice_match
PB.7031.1,ENST00000359957.8,full-splice_match
PB.7032.1,ENST00000311181.5,full-splice_match
PB.7033.2,ENST00000619145.4,full-splice_match
PB.7033.4,ENST00000546034.1,full-splice_match
PB.7033.6,ENST00000357440.7,full-splice_match
PB.7034.1,ENST00000527397.1,full-splice_match
PB.7034.2,ENST00000311481.11,full-splice_match
PB.7035.3,ENST00000532677.5,full-splice_match
PB.7036.1,ENST00000310999.11,full-splice_match
PB.7036.2,ENST00000310999.11,full-splice_match
PB.7037.2,ENST00000310442.5,full-splice_match
PB.7037.3,ENST00000310442.5,full-splice_match
PB.7038.1,ENST00000419755.3,incomplete-splice_match
PB.7038.3,ENST00000318312.12,full-splice_match
PB.7038.4,ENST00000630659.2,full-splice_match
PB.7039.1,ENST00000310325.10,full-splice_match
PB.704.4,ENST00000393045.7,full-splice_match
PB.7040.1,ENST00000310046.9,full-splice_match
PB.7040.2,ENST00000531036.2,full-splice_match
PB.7041.2,ENST00000310137.5,full-splice_match
PB.7041.3,ENST00000396053.9,full-splice_match
PB.7041.5,ENST00000310092.12,full-splice_match
PB.7041.6,ENST00000408993.6,full-splice_match
PB.7042.1,ENST00000308831.7,full-splice_match
PB.7043.2,ENST00000529006.7,incomplete-splice_match
PB.7043.3,ENST00000530342.2,full-splice_match
PB.7043.4,ENST00000530342.2,full-splice_match
PB.7043.5,ENST00000530342.2,full-splice_match
PB.7044.1,ENST00000308595.10,full-splice_match
PB.7044.2,ENST00000308595.10,incomplete-splice_match
