gene,chrom,strand,start,end,n_tx,plot_start,plot_end,span
TMEM143,chr19,-,48329922,48364259,9,48327922,48366259,38337
TMEM144,chr4,+,158210371,158255286,3,158208371,158257286,48915
TMEM145,chr19,+,42313319,42325062,1,42311319,42327062,15743
TMEM147,chr19,+,35545626,35547526,1,35543626,35549526,5900
TMEM147-AS1,chr19,-,35540739,35545493,1,35538739,35547493,8754
TMEM14A,chr6,+,52671118,52686585,1,52669118,52688585,19467
TMEM14C,chr6,+,10723012,10731121,1,10721012,10733121,12109
TMEM150A,chr2,-,85598549,85602669,1,85596549,85604669,8120
TMEM150C,chr4,-,82483178,82562012,3,82481178,82564012,82834
TMEM154,chr4,-,152626319,152679997,1,152624319,152681997,57678
TMEM160,chr19,-,47045910,47048633,1,47043910,47050633,6723
TMEM161A,chr19,-,19119622,19138461,1,19117622,19140461,22839
TMEM164,chrX,+,110002617,110333965,14,110000617,110335965,335348
TMEM165,chr4,+,55395936,55426174,3,55393936,55428174,34238
TMEM167A,chr5,-,83052848,83077411,5,83050848,83079411,28563
TMEM167B,chr1,+,109090752,109096933,5,109088752,109098933,10181
TMEM168,chr7,-,112764520,112790406,14,112762520,112792406,29886
TMEM170A,chr16,-,75443240,75464711,5,75441240,75466711,25471
TMEM170B,chr6,+,11537748,11583523,2,11535748,11585523,49775
TMEM175,chr4,+,932449,958653,5,930449,960653,30204
TMEM176A,chr7,+,150800388,150805114,1,150798388,150807114,8726
TMEM176B,chr7,-,150791290,150800364,1,150789290,150802364,13074
TMEM177,chr2,+,119679170,119682118,1,119677170,119684118,6948
TMEM178A,chr2,+,39665941,39717960,1,39663941,39719960,56019
TMEM178B,chr7,+,141301775,141480376,2,141299775,141482376,182601
TMEM18,chr2,-,667342,677427,4,665342,679427,14085
TMEM181,chr6,+,158536418,158635428,7,158534418,158637428,103010
TMEM182,chr2,+,102755457,102845896,17,102753457,102847896,94439
TMEM183A,chr1,+,203007386,203024847,5,203005386,203026847,21461
TMEM184B,chr22,-,38219290,38273012,8,38217290,38275012,57722
TMEM184C,chr4,+,147617379,147637685,10,147615379,147639685,24306
TMEM185A,chrX,-,149596551,149631842,8,149594551,149633842,39291
TMEM185B,chr2,-,120217480,120223400,4,120215480,120225400,9920
TMEM186,chr16,-,8793614,8797664,2,8791614,8799664,8050
TMEM187,chrX,+,153972744,153983192,1,153970744,153985192,14448
TMEM19,chr12,+,71686077,71704064,15,71684077,71706064,21987
TMEM192,chr4,-,165075259,165112867,6,165073259,165114867,41608
TMEM198,chr2,+,219544031,219550592,1,219542031,219552592,10561
TMEM199,chr17,+,28357636,28363682,5,28355636,28365682,10046
TMEM200B,chr1,-,29119429,29123933,1,29117429,29125933,8504
TMEM201,chr1,+,9588725,9614876,5,9586725,9616876,30151
TMEM203,chr9,-,137202807,137205661,3,137200807,137207661,6854
TMEM204,chr16,+,1533678,1555566,1,1531678,1557566,25888
TMEM209,chr7,-,130164715,130205431,3,130162715,130207431,44716
TMEM214,chr2,+,27032928,27041693,7,27030928,27043693,12765
TMEM216,chr11,+,61392607,61400392,1,61390607,61402392,11785
TMEM219,chr16,+,29962093,29973047,1,29960093,29975047,14954
TMEM220,chr17,-,10711135,10730071,1,10709135,10732071,22936
TMEM222,chr1,+,27322147,27336399,1,27320147,27338399,18252
TMEM229B,chr14,-,67470271,67515240,1,67468271,67517240,48969
TMEM230,chr20,-,5099844,5113067,5,5097844,5115067,17223
TMEM231,chr16,-,75538156,75556239,7,75536156,75558239,22083
TMEM234,chr1,-,32216207,32222340,1,32214207,32224340,10133
TMEM237,chr2,-,201620187,201643503,5,201618187,201645503,27316
TMEM242,chr6,-,157277898,157324239,5,157275898,157326239,50341
TMEM245,chr9,-,109015154,109119937,28,109013154,109121937,108783
TMEM248,chr7,+,66921225,66958551,4,66919225,66960551,41326
TMEM25,chr11,+,118530665,118535834,4,118528665,118537834,9169
TMEM250,chr9,-,136114588,136118872,1,136112588,136120872,8284
TMEM254,chr10,+,80078665,80092857,4,80076665,80094857,18192
TMEM256-PLSCR3,chr17,-,7389734,7404059,1,7387734,7406059,18325
TMEM259,chr19,-,1009651,1021123,6,1007651,1023123,15472
TMEM26,chr10,-,61406644,61453212,1,61404644,61455212,50568
TMEM260,chr14,+,56579791,56649512,3,56577791,56651512,73721
TMEM263,chr12,+,106955660,106975073,9,106953660,106977073,23413
TMEM263-DT,chr12,-,106953514,106955709,1,106951514,106957709,6195
TMEM267,chr5,-,43444661,43484386,4,43442661,43486386,43725
TMEM268,chr9,+,114611458,114645418,1,114609458,114647418,37960
TMEM272,chr13,-,51813348,51826790,1,51811348,51828790,17442
TMEM273,chr10,-,49154730,49188388,6,49152730,49190388,37658
TMEM276,chr8,-,144463821,144465496,3,144461821,144467496,5675
TMEM30A,chr6,-,75252933,75284955,9,75250933,75286955,36022
TMEM30B,chr14,-,61277986,61281808,1,61275986,61283808,7822
TMEM33,chr4,+,41935122,41960567,7,41933122,41962567,29445
TMEM38A,chr19,+,16661171,16690028,3,16659171,16692028,32857
TMEM38B,chr9,+,105694299,105776611,15,105692299,105778611,86312
TMEM39A,chr3,-,119430634,119463624,3,119428634,119465624,36990
TMEM39B,chr1,+,32072939,32102861,1,32070939,32104861,33922
TMEM41A,chr3,-,185491014,185498993,1,185489014,185500993,11979
TMEM41B,chr11,-,9280657,9314741,4,9278657,9316741,38084
TMEM42,chr3,+,44861889,44865660,1,44859889,44867660,7771
TMEM43,chr3,+,14125023,14143680,6,14123023,14145680,22657
TMEM45A,chr3,+,100492606,100577443,2,100490606,100579443,88837
TMEM47,chrX,-,34627071,34657288,8,34625071,34659288,34217
TMEM50A,chr1,+,25338318,25362359,5,25336318,25364359,28041
TMEM50B,chr21,-,33449037,33479945,4,33447037,33481945,34908
TMEM51,chr1,+,15153707,15220476,1,15151707,15222476,70769
TMEM53,chr1,-,44633285,44674488,5,44631285,44676488,45203
TMEM59,chr1,-,54026690,54053421,10,54024690,54055421,30731
TMEM62,chr15,+,43133558,43185135,3,43131558,43187135,55577
TMEM62_CCNDBP1,chr15,+,43133104,43185135,1,43131104,43187135,56031
TMEM63A,chr1,-,225845539,225882394,2,225843539,225884394,40855
TMEM63B,chr6,+,44126967,44155518,6,44124967,44157518,32551
TMEM63C,chr14,+,77219852,77259493,1,77217852,77261493,43641
TMEM63C_CIPC,chr14,+,77098278,77117286,3,77096278,77119286,23008
TMEM64,chr8,-,90621995,90645744,4,90619995,90647744,27749
TMEM65,chr8,-,124306196,124372701,5,124304196,124374701,70505
TMEM67,chr8,+,93754867,93818050,15,93752867,93820050,67183
TMEM68,chr8,-,55738766,55773373,1,55736766,55775373,38607
TMEM69,chr1,+,45688189,45694437,1,45686189,45696437,10248
TMEM70,chr8,+,73976184,73982776,3,73974184,73984776,10592
TMEM70_RPS20P21,chr8,+,73976224,73982790,1,73974224,73984790,10566
TMEM71,chr8,-,132709947,132760616,1,132707947,132762616,54669
TMEM72,chr10,+,44911230,44937008,1,44909230,44939008,29778
TMEM74,chr8,-,108778976,108787605,3,108776976,108789605,12629
TMEM80,chr11,+,695737,704125,2,693737,706125,12388
TMEM86A,chr11,+,18698729,18705758,3,18696729,18707758,11029
TMEM87A,chr15,-,42210549,42273457,5,42208549,42275457,66908
TMEM87B,chr2,+,112055248,112119319,6,112053248,112121319,68071
TMEM8B,chr9,+,35814412,35856237,3,35812412,35858237,45825
TMEM9,chr1,-,201134773,201171558,3,201132773,201173558,40785
TMEM91,chr19,+,41376466,41384080,1,41374466,41386080,11614
TMEM94,chr17,+,75456635,75500444,8,75454635,75502444,47809
TMEM97,chr17,+,28319155,28328683,2,28317155,28330683,13528
TMEM98,chr17,+,32928173,32941643,1,32926173,32943643,17470
TMEM9B,chr11,-,8947294,8964955,4,8945294,8966955,21661
TMF1,chr3,-,69019829,69052333,14,69017829,69054333,36504
TMLHE,chrX,-,155486578,155719095,17,155484578,155721095,236517
TMOD1,chr9,+,97501642,97601741,21,97499642,97603741,104099
TMOD1_NCBP1,chr9,+,97501665,97671629,1,97499665,97673629,173964
TMOD3,chr15,+,51829653,51912132,7,51827653,51914132,86479
TMPO,chr12,+,98515579,98550355,5,98513579,98552355,38776
TMPPE,chr3,-,33090417,33096831,1,33088417,33098831,10414
TMSB10,chr2,+,84905656,84906670,1,84903656,84908670,5014
TMSB4X,chrX,+,12975110,12977225,1,12973110,12979225,6115
TMTC1,chr12,-,29500850,29784403,4,29498850,29786403,287553
TMTC2,chr12,+,82686887,83134290,1,82684887,83136290,451403
TMTC3,chr12,+,88142329,88199029,2,88140329,88201029,60700
TMTC4,chr13,-,100603840,100674884,4,100601840,100676884,75044
TMUB1,chr7,-,151081086,151083480,1,151079086,151085480,6394
TMUB2,chr17,+,44186975,44191736,9,44184975,44193736,8761
TMX1,chr14,+,51240227,51257617,4,51238227,51259617,21390
TMX2,chr11,+,57712593,57740972,3,57710593,57742972,32379
TMX3,chr18,-,68673691,68715131,4,68671691,68717131,45440
TMX4,chr20,-,7977348,8019805,12,7975348,8021805,46457
TNC,chr9,-,115020535,115118257,3,115018535,115120257,101722
TNFAIP1,chr17,+,28335566,28349458,4,28333566,28351458,17892
TNFAIP2,chr14,+,103133652,103137439,1,103131652,103139439,7787
TNFAIP3,chr6,+,137867186,137883305,5,137865186,137885305,20119
TNFAIP8,chr5,+,119333576,119394597,1,119331576,119396597,65021
TNFAIP8L1,chr19,+,4639516,4655512,1,4637516,4657512,19996
TNFRSF10A_TNFRSF10A-DT,chr8,-,23191018,23225370,1,23189018,23227370,38352
TNFRSF10B,chr8,-,23020138,23069116,3,23018138,23071116,52978
TNFRSF10C,chr8,+,23102755,23118731,1,23100755,23120731,19976
TNFRSF10D,chr8,-,23135593,23164030,1,23133593,23166030,32437
TNFRSF11A,chr18,+,62325275,62387665,1,62323275,62389665,66390
TNFRSF11B,chr8,-,118923558,118952310,3,118921558,118954310,32752
TNFRSF12A,chr16,+,3020368,3022380,1,3018368,3024380,6012
TNFRSF14,chr1,+,2556395,2563826,1,2554395,2565826,11431
TNFRSF19,chr13,+,23570217,23676092,19,23568217,23678092,109875
TNFRSF1A,chr12,-,6328774,6342092,2,6326774,6344092,17318
TNFRSF1B,chr1,+,12166985,12209219,5,12164985,12211219,46234
TNFRSF21,chr6,-,47231533,47309905,1,47229533,47311905,82372
TNFRSF8,chr1,+,12125837,12144204,1,12123837,12146204,22367
TNFSF10,chr3,-,172505681,172523467,1,172503681,172525467,21786
TNFSF13,chr17,+,7558282,7561600,2,7556282,7563600,7318
TNFSF4,chr1,-,173183729,173190614,1,173181729,173192614,10885
TNIK,chr3,-,171055693,171460427,7,171053693,171462427,408734
TNIP1,chr5,-,151029104,151081393,14,151027104,151083393,56289
TNIP2,chr4,-,2741663,2756336,3,2739663,2758336,18673
TNK2,chr3,-,195863365,195909739,4,195861365,195911739,50374
TNKS,chr8,+,9555909,9782345,10,9553909,9784345,230436
TNKS1BP1,chr11,-,57299644,57324922,3,57297644,57326922,29278
TNKS2,chr10,+,91798356,91865280,5,91796356,91867280,70924
TNNC1,chr3,-,52451102,52454041,2,52449102,52456041,6939
TNNI1,chr1,-,201404491,201421737,1,201402491,201423737,21246
TNNI3,chr19,-,55150406,55157733,10,55148406,55159733,11327
TNNI3K,chr1,+,74235387,74544418,26,74233387,74546418,313031
TNNT1,chr19,-,55132832,55149206,2,55130832,55151206,20374
TNNT2,chr1,-,201359015,201377847,17,201357015,201379847,22832
TNPO1,chr5,+,72816636,72914386,14,72814636,72916386,101750
TNPO2,chr19,-,12699195,12724018,11,12697195,12726018,28823
TNPO3,chr7,-,128954219,129055115,6,128952219,129057115,104896
TNRC6A,chr16,+,24729664,24826222,4,24727664,24828222,100558
TNRC6B,chr22,+,40044786,40332662,14,40042786,40334662,291876
TNRC6C,chr17,+,78041025,78106234,2,78039025,78108234,69209
TNS1,chr2,-,217799791,217978848,23,217797791,217980848,183057
TNS2,chr12,+,53046896,53064376,4,53044896,53066376,21480
TNS3,chr7,-,47275149,47582107,13,47273149,47584107,310958
TNXB,chr6,-,32041161,32068860,1,32039161,32070860,31699
TNXB_ATF6B,chr6,-,32115270,32128218,1,32113270,32130218,16948
TOB1,chr17,-,50862234,50866357,4,50860234,50868357,8123
TOB2,chr22,-,41433492,41447607,12,41431492,41449607,18115
TOE1,chr1,+,45340010,45343967,1,45338010,45345967,7957
TOGARAM1,chr14,+,44962207,45074430,9,44960207,45076430,116223
TOGARAM2,chr2,+,28981351,29052228,6,28979351,29054228,74877
TOLLIP,chr11,-,1274370,1309657,9,1272370,1311657,39287
TOM1,chr22,+,35299871,35347986,3,35297871,35349986,52115
TOM1L1,chr17,+,54900805,54963457,5,54898805,54965457,66652
TOM1L2,chr17,-,17843508,17972445,34,17841508,17974445,132937
TOMM20,chr1,-,235109345,235128930,3,235107345,235130930,23585
TOMM22,chr22,+,38681957,38684484,1,38679957,38686484,6527
TOMM34,chr20,-,44942128,44960425,1,44940128,44962425,22297
TOMM40,chr19,+,44891253,44903643,2,44889253,44905643,16390
TOMM40L,chr1,+,161225991,161230744,10,161223991,161232744,8753
TOMM5,chr9,-,37588421,37592596,2,37586421,37594596,8175
TOMM7,chr7,-,22812974,22822851,1,22810974,22824851,13877
TOMM70,chr3,-,100363465,100401429,5,100361465,100403429,41964
TOP1,chr20,+,41028823,41124484,1,41026823,41126484,99661
TOP1MT,chr8,-,143309363,143334883,1,143307363,143336883,29520
TOP2A,chr17,-,40396309,40417889,1,40394309,40419889,25580
TOP2B,chr3,-,25597986,25664907,6,25595986,25666907,70921
TOP2B_MIR4442,chr3,-,25597990,25664907,1,25595990,25666907,70917
TOP3A,chr17,-,18273967,18315007,2,18271967,18317007,45040
TOP3B,chr22,-,21957029,21982778,2,21955029,21984778,29749
TOPBP1,chr3,-,133600615,133661963,7,133598615,133663963,65348
TOPORS,chr9,-,32540547,32552608,7,32538547,32554608,16061
TOR1A,chr9,-,129810815,129824235,4,129808815,129826235,17420
TOR1AIP1,chr1,+,179882291,179922507,9,179880291,179924507,44216
TOR1AIP2,chr1,-,179839972,179877803,7,179837972,179879803,41831
TOR1B,chr9,+,129803128,129813640,4,129801128,129815640,14512
TOR3A,chr1,+,179082070,179095991,1,179080070,179097991,17921
TOR4A,chr9,+,137277396,137282640,2,137275396,137284640,9244
TOX,chr8,-,58806645,59119267,2,58804645,59121267,316622
TOX4,chr14,+,21477203,21499171,13,21475203,21501171,25968
TP53,chr17,-,7668422,7687539,1,7666422,7689539,23117
TP53BP1,chr15,-,43403064,43510731,7,43401064,43512731,111667
TP53BP2,chr1,-,223779900,223845973,5,223777900,223847973,70073
TP53I11,chr11,-,44932349,44951056,7,44930349,44953056,22707
TP53I13,chr17,+,29568026,29582333,5,29566026,29584333,18307
TP53INP1,chr8,-,94925973,94949366,3,94923973,94951366,27393
TP53INP2,chr20,+,34704329,34713388,12,34702329,34715388,13059
TP53RK,chr20,-,46684366,46689659,2,46682366,46691659,9293
TP73-AS1,chr1,-,3737150,3747380,12,3735150,3749380,14230
TPBG,chr6,+,82363817,82366897,3,82361817,82368897,7080
TPCN1,chr12,+,113221462,113298582,25,113219462,113300582,81120
TPCN2,chr11,+,69048934,69088496,1,69046934,69090496,43562
TPD52,chr8,-,80034748,80171579,14,80032748,80173579,140831
TPD52L1,chr6,+,125153725,125263498,4,125151725,125265498,113773
TPD52L2,chr20,+,63865249,63891535,3,63863249,63893535,30286
TPGS1,chr19,+,507500,520327,1,505500,522327,16827
TPGS2,chr18,-,36793601,36829019,3,36791601,36831019,39418
TPI1,chr12,+,6867531,6870941,2,6865531,6872941,7410
TPI1P2,chr7,+,129055226,129057453,1,129053226,129059453,6227
TPK1,chr7,-,144451949,144836392,4,144449949,144838392,388443
TPM1,chr15,+,63042669,63071912,12,63040669,63073912,33243
TPM2,chr9,-,35682010,35689973,7,35680010,35691973,11963
TPM3,chr1,-,154155309,154192105,15,154153309,154194105,40796
TPM4,chr19,+,16067397,16103003,5,16065397,16105003,39606
TPMT,chr6,-,18128316,18155137,3,18126316,18157137,30821
TPP1,chr11,-,6612772,6619429,5,6610772,6621429,10657
TPP2,chr13,+,102596945,102679426,12,102594945,102681426,86481
TPPP,chr5,-,659863,693353,3,657863,695353,37490
TPR,chr1,-,186311656,186375697,17,186309656,186377697,68041
TPRA1,chr3,-,127573073,127591124,1,127571073,127593124,22051
TPRG1L,chr1,+,3625170,3630125,2,3623170,3632125,8955
TPRKB,chr2,-,73729890,73737345,2,73727890,73739345,11455
TPRN_TMEM203,chr9,-,137191619,137205653,1,137189619,137207653,18034
TPST1,chr7,+,66205332,66360442,2,66203332,66362442,159110
TPST2,chr22,-,26523603,26590137,4,26521603,26592137,70534
TPT1,chr13,-,45333474,45341246,5,45331474,45343246,11772
TPX2,chr20,+,31739273,31801800,1,31737273,31803800,66527
TRA2A,chr7,-,23504784,23532016,3,23502784,23534016,31232
TRA2B,chr3,-,185916725,185938029,2,185914725,185940029,25304
TRABD,chr22,+,50185918,50199592,4,50183918,50201592,17674
TRADD,chr16,-,67154178,67159901,1,67152178,67161901,9723
TRAF1,chr9,-,120902394,120929138,2,120900394,120931138,30744
TRAF2,chr9,+,136886495,136926614,3,136884495,136928614,44119
TRAF3,chr14,+,102777451,102911499,2,102775451,102913499,138048
TRAF3IP2,chr6,-,111558943,111606070,2,111556943,111608070,51127
TRAF6,chr11,-,36483774,36510285,9,36481774,36512285,30511
TRAF7,chr16,+,2155673,2178058,3,2153673,2180058,26385
TRAFD1,chr12,+,112125507,112153608,5,112123507,112155608,32101
TRAK1,chr3,+,42013610,42225773,19,42011610,42227773,216163
TRAK2,chr2,-,201377208,201451663,22,201375208,201453663,78455
TRAM1,chr8,-,70573221,70608368,10,70571221,70610368,39147
TRAM1L1,chr4,-,117083562,117085547,1,117081562,117087547,5985
TRAM2,chr6,-,52500546,52577028,2,52498546,52579028,80482
TRAM2-AS1,chr6,+,52577213,52583985,1,52575213,52585985,10772
TRANK1,chr3,-,36826820,36832548,1,36824820,36834548,9728
TRAP1,chr16,-,3658038,3717531,4,3656038,3719531,63493
TRAPPC1,chr17,-,7930350,7931946,1,7928350,7933946,5596
TRAPPC10,chr21,+,44012309,44106543,3,44010309,44108543,98234
TRAPPC11,chr4,+,183659293,183713591,6,183657293,183715591,58298
TRAPPC12,chr2,+,3377953,3480457,7,3375953,3482457,106504
TRAPPC13,chr5,+,65624749,65666940,8,65622749,65668940,46191
TRAPPC2,chrX,-,13712247,13734614,2,13710247,13736614,26367
TRAPPC2B,chr19,+,57363529,57367423,1,57361529,57369423,7894
TRAPPC2L,chr16,+,88857124,88862676,3,88855124,88864676,9552
TRAPPC3,chr1,-,36136581,36149500,2,36134581,36151500,16919
TRAPPC4,chr11,+,119018755,119023663,1,119016755,119025663,8908
TRAPPC5,chr19,+,7680833,7682854,1,7678833,7684854,6021
TRAPPC6A,chr19,-,45162935,45178243,1,45160935,45180243,19308
TRAPPC6B,chr14,-,39147815,39170415,5,39145815,39172415,26600
TRAPPC8,chr18,-,31829941,31943129,3,31827941,31945129,117188
TRAPPC9,chr8,-,139728065,140458444,9,139726065,140460444,734379
TRARG1,chr17,+,1279596,1300982,1,1277596,1302982,25386
TRDMT1,chr10,-,17146755,17201660,4,17144755,17203660,58905
TRDN,chr6,-,123216342,123637006,46,123214342,123639006,424664
TRDN-AS1,chr6,+,123439530,123512520,31,123437530,123514520,76990
TREX2,chrX,-,153447670,153470592,1,153445670,153472592,26922
TRIAP1,chr12,-,120443962,120446396,1,120441962,120448396,6434
TRIB1,chr8,+,125430033,125438400,2,125428033,125440400,12367
TRIB2,chr2,+,12716923,12742730,8,12714923,12744730,29807
TRIB3,chr20,+,381009,397553,1,379009,399553,20544
TRIL,chr7,-,28953361,28958330,2,28951361,28960330,8969
TRIM11,chr1,-,228393678,228406827,1,228391678,228408827,17149
TRIM13,chr13,+,49997048,50018466,5,49995048,50020466,25418
TRIM14,chr9,-,98086833,98119220,1,98084833,98121220,36387
TRIM16,chr17,-,15627961,15651858,2,15625961,15653858,27897
TRIM16L,chr17,+,18722121,18736110,1,18720121,18738110,17989
TRIM2,chr4,+,153204443,153339316,5,153202443,153341316,138873
TRIM21,chr11,-,4384928,4393679,1,4382928,4395679,12751
TRIM22,chr11,+,5689780,5710864,2,5687780,5712864,25084
TRIM23,chr5,-,65589686,65624331,4,65587686,65626331,38645
TRIM24,chr7,+,138460206,138586684,8,138458206,138588684,130478
TRIM25,chr17,-,56888511,56914048,1,56886511,56916048,29537
TRIM26,chr6,-,30184447,30213425,6,30182447,30215425,32978
TRIM27,chr6,-,28903003,28923971,2,28901003,28925971,24968
TRIM28,chr19,+,58544091,58550716,1,58542091,58552716,10625
TRIM3,chr11,-,6448617,6473903,1,6446617,6475903,29286
TRIM32,chr9,+,116687313,116701720,5,116685313,116703720,18407
TRIM33,chr1,-,114392802,114511224,5,114390802,114513224,122422
TRIM34,chr11,+,5625021,5644393,1,5623021,5646393,23372
TRIM35,chr8,-,27284887,27311285,5,27282887,27313285,30398
TRIM37,chr17,-,58982641,59106893,9,58980641,59108893,128252
TRIM38,chr6,+,25962802,25985120,3,25960802,25987120,26318
TRIM39,chr6,+,30326469,30343728,9,30324469,30345728,21259
TRIM4,chr7,-,99890405,99919599,3,99888405,99921599,33194
TRIM41,chr5,+,181223278,181235807,3,181221278,181237807,16529
TRIM44,chr11,+,35662775,35811052,6,35660775,35813052,152277
TRIM45,chr1,-,117111047,117121750,5,117109047,117123750,14703
TRIM47,chr17,-,75874170,75878582,1,75872170,75880582,8412
TRIM5,chr11,-,5663232,5685104,3,5661232,5687104,25872
TRIM52,chr5,-,181255154,181262065,2,181253154,181264065,10911
TRIM54,chr2,+,27282426,27309371,7,27280426,27311371,30945
TRIM55,chr8,+,66126948,66175481,12,66124948,66177481,52533
TRIM56,chr7,+,101085417,101090684,2,101083417,101092684,9267
TRIM6,chr11,+,5596635,5612951,1,5594635,5614951,20316
TRIM61,chr4,-,164968224,164977627,1,164966224,164979627,13403
TRIM62,chr1,-,33145401,33182044,1,33143401,33184044,40643
TRIM63,chr1,-,26051307,26067630,1,26049307,26069630,20323
TRIM65,chr17,-,75888970,75896969,4,75886970,75898969,11999
TRIM68,chr11,-,4598672,4608202,2,4596672,4610202,13530
TRIM69,chr15,+,44729053,44767826,9,44727053,44769826,42773
TRIM7,chr5,-,181193930,181205156,1,181191930,181207156,15226
TRIM8,chr10,+,102644488,102658317,2,102642488,102660317,17829
TRIO,chr5,+,14497845,14510203,1,14495845,14512203,16358
TRIOBP,chr22,+,37746299,37774123,9,37744299,37776123,31824
TRIP10,chr19,+,6739696,6751515,5,6737696,6753515,15819
TRIP11,chr14,-,91967900,92040059,18,91965900,92042059,76159
TRIP12,chr2,-,229763839,229923216,28,229761839,229925216,163377
TRIP4,chr15,+,64387827,64455300,3,64385827,64457300,71473
TRIP6,chr7,+,100867126,100873448,1,100865126,100875448,10322
TRIQK,chr8,-,92883492,93017743,16,92881492,93019743,138251
TRIR,chr19,-,12730641,12734677,1,12728641,12736677,8036
TRIT1,chr1,-,39841074,39883504,1,39839074,39885504,46430
TRMO,chr9,-,97904490,97922528,1,97902490,97924528,22038
TRMT1,chr19,-,13104907,13116744,1,13102907,13118744,15837
TRMT10A,chr4,-,99546731,99564019,1,99544731,99566019,21288
TRMT10C,chr3,+,101561852,101566444,3,101559852,101568444,8592
TRMT11,chr6,+,125986535,126039272,1,125984535,126041272,56737
TRMT12,chr8,+,124450826,124452856,1,124448826,124454856,6030
TRMT13,chr1,+,100133144,100150490,2,100131144,100152490,21346
TRMT1L,chr1,-,185118109,185157070,12,185116109,185159070,42961
TRMT2A,chr22,-,20111870,20117254,5,20109870,20119254,9384
TRMT2B,chrX,-,101006846,101052132,10,101004846,101054132,49286
TRMT44,chr4,+,8440777,8476552,1,8438777,8478552,39775
TRMT5,chr14,-,60971455,60981079,3,60969455,60983079,13624
TRMT6,chr20,-,5937860,5950531,1,5935860,5952531,16671
TRMT61A,chr14,+,103529199,103536045,1,103527199,103538045,10846
TRMT61B,chr2,-,28849824,28870406,2,28847824,28872406,24582
TRMU,chr22,+,46335719,46357339,2,46333719,46359339,25620
TRNT1,chr3,+,3126937,3152415,5,3124937,3154415,29478
TRO,chrX,+,54920824,54931423,2,54918824,54933423,14599
TRPC1,chr3,+,142724037,142807885,4,142722037,142809885,87848
TRPC4AP,chr20,-,35002412,35092807,6,35000412,35094807,94395
TRPM4,chr19,+,49157764,49211834,4,49155764,49213834,58070
TRPM7,chr15,-,50560296,50686839,4,50558296,50688839,130543
TRPT1,chr11,-,64223849,64226159,1,64221849,64228159,6310
TRPV2,chr17,+,16415555,16437001,2,16413555,16439001,25446
TRRAP,chr7,+,98975804,99013240,2,98973804,99015240,41436
TRUB1,chr10,+,114938227,114977675,3,114936227,114979675,43448
TRUB2,chr9,-,128309130,128322437,1,128307130,128324437,17307
TSC1,chr9,-,132891350,132944616,9,132889350,132946616,57266
TSC2,chr16,+,2047391,2088711,6,2045391,2090711,45320
TSC22D1,chr13,-,44432144,44577316,7,44430144,44579316,149172
TSC22D2,chr3,+,150408241,150460251,10,150406241,150462251,56010
TSC22D3,chrX,-,107713230,107775978,4,107711230,107777978,66748
TSC22D4,chr7,-,100466521,100479220,5,100464521,100481220,16699
TSEN15,chr1,+,184051726,184074208,2,184049726,184076208,26482
TSEN2,chr3,+,12484471,12539629,6,12482471,12541629,59158
TSEN34,chr19,+,54190058,54194530,7,54188058,54196530,8472
TSEN54,chr17,+,75516536,75524732,1,75514536,75526732,12196
TSFM,chr12,+,57782787,57797585,2,57780787,57799585,18798
TSFM_ENSG00000270039,chr12,+,57782787,57804417,3,57780787,57806417,25630
TSG101,chr11,-,18479333,18526936,3,18477333,18528936,51603
TSHZ1,chr18,+,75210827,75289071,2,75208827,75291071,82244
TSHZ3,chr19,-,31275456,31349404,2,31273456,31351404,77948
TSKU,chr11,+,76783329,76798144,2,76781329,76800144,18815
TSLP,chr5,+,111073406,111076786,1,111071406,111078786,7380
TSN,chr2,+,121755648,121767847,9,121753648,121769847,16199
TSNAX,chr1,+,231528664,231566521,3,231526664,231568521,41857
TSPAN11,chr12,+,30926671,30996595,1,30924671,30998595,73924
TSPAN12,chr7,-,120787322,120858309,11,120785322,120860309,74987
TSPAN13,chr7,+,16753777,16784525,1,16751777,16786525,34748
TSPAN14,chr10,+,80454310,80521904,8,80452310,80523904,71594
TSPAN15,chr10,+,69451483,69507665,1,69449483,69509665,60182
TSPAN17,chr5,+,176647443,176659057,5,176645443,176661057,15614
TSPAN18,chr11,+,44726326,44932421,7,44724326,44934421,210095
TSPAN2,chr1,-,115048015,115089503,3,115046015,115091503,45488
TSPAN3,chr15,-,77043975,77083954,5,77041975,77085954,43979
TSPAN31,chr12,+,57745052,57748221,1,57743052,57750221,7169
TSPAN32,chr11,+,2302027,2318139,1,2300027,2320139,20112
TSPAN4,chr11,+,842843,867109,3,840843,869109,28266
TSPAN5,chr4,-,98470368,98658641,3,98468368,98660641,192273
TSPAN6,chrX,-,100628722,100636841,3,100626722,100638841,12119
TSPAN7,chrX,+,38561544,38688916,1,38559544,38690916,131372
TSPAN9,chr12,+,3077365,3286563,8,3075365,3288563,213198
TSPO,chr22,+,43151541,43163241,1,43149541,43165241,15700
TSPYL1,chr6,-,116276585,116279933,5,116274585,116281933,7348
TSPYL2,chrX,+,53082332,53088541,7,53080332,53090541,10209
TSPYL4,chr6,-,116249882,116254116,5,116247882,116256116,8234
TSPYL5,chr8,-,97273489,97277967,3,97271489,97279967,8478
TSR1,chr17,-,2322397,2337448,9,2320397,2339448,19051
TSR2,chrX,+,54440404,54448025,3,54438404,54450025,11621
TSR3,chr16,-,1349245,1351873,1,1347245,1353873,6628
